lemma,language_code,status
fight back sth,en,PENDING
fight off sb,en,PENDING
fight off sth,en,PENDING
fight sb off,en,PENDING
fight sth back,en,PENDING
fight sth off,en,PENDING
fill sb up,en,PENDING
fill up sb,en,PENDING
finish off sb,en,PENDING
finish sb off,en,PENDING
finish sth up,en,PENDING
finish up,en,PENDING
finish up sth,en,PENDING
finish with sth,en,PENDING
firm sth up,en,PENDING
firm up sth,en,PENDING
fish out sth,en,PENDING
fish sth out,en,PENDING
fit in,en,PENDING
fit in with sth,en,PENDING
fix sth up,en,PENDING
fix up sth,en,PENDING
flag down sth,en,PENDING
flag sth down,en,PENDING
flare up,en,PENDING
flash back,en,PENDING
flatten out,en,PENDING
fling off sth,en,PENDING
fling sth off,en,PENDING
fling yourself into,en,PENDING
flirt with sb,en,PENDING
flirt with sth,en,PENDING
floating about,en,PENDING
floating around,en,PENDING
flood back,en,PENDING
flood in sth,en,PENDING
flood into sth,en,PENDING
flush out,en,PENDING
flush out sb,en,PENDING
flush out sth,en,PENDING
flush sb out,en,PENDING
flush sth out,en,PENDING
fly about,en,PENDING
fly about somewhere,en,PENDING
fly about swh,en,PENDING
fly around,en,PENDING
fly around somewhere,en,PENDING
fly around swh,en,PENDING
fly into sth,en,PENDING
focus on sth,en,PENDING
focus sth on sth,en,PENDING
focus sth upon sth,en,PENDING
focus upon sth,en,PENDING
fog up,en,PENDING
fold sth up,en,PENDING
fold up,en,PENDING
fold up sth,en,PENDING
free up sth,en,PENDING
freeze out sb,en,PENDING
freeze over,en,PENDING
freeze sb out,en,PENDING
freeze up,en,PENDING
fritter away sth,en,PENDING
fritter sth away,en,PENDING
frown on sth,en,PENDING
frown upon sth,en,PENDING
fuss over sb,en,PENDING
fuss over sth,en,PENDING
gain on sb,en,PENDING
gain on sth,en,PENDING
gain upon sb,en,PENDING
gain upon sth,en,PENDING
gang up,en,PENDING
gather sth up,en,PENDING
gather up sth,en,PENDING
gear sth towards sb,en,PENDING
gear sth towards sth,en,PENDING
get across sth,en,PENDING
get around,en,PENDING
get away,en,PENDING
get away with doing sth,en,PENDING
get away with sth sth,en,PENDING
get back into sth,en,PENDING
get by,en,PENDING
get into sth,en,PENDING
get off,en,PENDING
get on,en,PENDING
get out,en,PENDING
get over sth,en,PENDING
get sth across,en,PENDING
get through,en,PENDING
get through sth,en,PENDING
get up,en,PENDING
give up,en,PENDING
go down,en,PENDING
go for,en,PENDING
go for sth,en,PENDING
go in,en,PENDING
go into sth,en,PENDING
go off,en,PENDING
go on,en,PENDING
go onto sth,en,PENDING
go out,en,PENDING
go over sth,en,PENDING
hang on,en,PENDING
hang out,en,PENDING
hang over,en,PENDING
hang over sb,en,PENDING
hang over sth,en,PENDING
hanker for sth,en,PENDING
happen on sb,en,PENDING
happen on sth,en,PENDING
happen upon sb,en,PENDING
happen upon sth,en,PENDING
harp on,en,PENDING
have off sth,en,PENDING
have on sth,en,PENDING
head off sth,en,PENDING
head up sth,en,PENDING
heal over,en,PENDING
hinge on sth,en,PENDING
hinge upon sth,en,PENDING
hit on sth,en,PENDING
hit out,en,PENDING
hit upon sth,en,PENDING
hive off sth,en,PENDING
hoard away sth,en,PENDING
hold over sth,en,PENDING
join in,en,PENDING
join in sth,en,PENDING
join up,en,PENDING
jut out,en,PENDING
keeo out,en,PENDING
keep ahead,en,PENDING
keep back sth,en,PENDING
keep down sth,en,PENDING
keep in,en,PENDING
keep off sth,en,PENDING
keep on,en,PENDING
keep up,en,PENDING
keep up sth,en,PENDING
kick off,en,PENDING
kick off sth,en,PENDING
kick out sb,en,PENDING
kiclk off sth,en,PENDING
knock down sb,en,PENDING
leap out,en,PENDING
leave behind sb,en,PENDING
leave off,en,PENDING
leave off sth,en,PENDING
left out,en,PENDING
let down sth,en,PENDING
let in,en,PENDING
let off,en,PENDING
let off sb,en,PENDING
let out,en,PENDING
let out sth,en,PENDING
level off,en,PENDING
level out,en,PENDING
level with sb,en,PENDING
lie about,en,PENDING
lie around,en,PENDING
lift up sth,en,PENDING
light up,en,PENDING
light up sth,en,PENDING
line up sth,en,PENDING
listen out,en,PENDING
listen up,en,PENDING
live on,en,PENDING
look back,en,PENDING
loosen up,en,PENDING
mist over,en,PENDING
mist up,en,PENDING
mop up,en,PENDING
mop up sth,en,PENDING
moves from,en,PENDING
muck up sth,en,PENDING
mull over sth,en,PENDING
nod off,en,PENDING
nose about,en,PENDING
nose around,en,PENDING
not agree with sb,en,PENDING
not care for sb,en,PENDING
not care for sth,en,PENDING
not with,en,PENDING
open off sth,en,PENDING
open up,en,PENDING
open up sth,en,PENDING
peter out,en,PENDING
phish for sth,en,PENDING
pick out,en,PENDING
pick out sb,en,PENDING
pick out sth,en,PENDING
pick up,en,PENDING
pick up sb,en,PENDING
pick up sth,en,PENDING
pile into,en,PENDING
pile out,en,PENDING
poodle around,en,PENDING
preside over sth,en,PENDING
press on,en,PENDING
prey on sth,en,PENDING
prey upon sth,en,PENDING
print off sth,en,PENDING
profit from sth,en,PENDING
prop up sth,en,PENDING
provide for sth,en,PENDING
pull down sth,en,PENDING
pull on sth,en,PENDING
pull out,en,PENDING
pull out sth,en,PENDING
pull over,en,PENDING
pull through,en,PENDING
pull through sth,en,PENDING
pull up,en,PENDING
push on,en,PENDING
push over,en,PENDING
push through sth,en,PENDING
push up sth,en,PENDING
put aside,en,PENDING
put aside sb,en,PENDING
put aside sth,en,PENDING
put away sth,en,PENDING
reel off sth,en,PENDING
reflect upon sth,en,PENDING
rely on,en,PENDING
rely on sb,en,PENDING
rely on sth,en,PENDING
rent out sth,en,PENDING
rev up sth,en,PENDING
ride on sth,en,PENDING
ring out,en,PENDING
roll about,en,PENDING
roll around,en,PENDING
roll in,en,PENDING
roll on,en,PENDING
roll on sth,en,PENDING
roll out sth,en,PENDING
roll over,en,PENDING
roll up sth,en,PENDING
round down sth,en,PENDING
screw up sb,en,PENDING
screw up sth,en,PENDING
scroll down,en,PENDING
scroll up,en,PENDING
see about sth,en,PENDING
seize up,en,PENDING
sell up,en,PENDING
sell up sth,en,PENDING
send down sb,en,PENDING
send in sb,en,PENDING
send out,en,PENDING
send out sth,en,PENDING
serve up sth,en,PENDING
set apart sth,en,PENDING
set back,en,PENDING
set back sb,en,PENDING
set back sth,en,PENDING
set in,en,PENDING
set off sth,en,PENDING
set on sb,en,PENDING
set up,en,PENDING
set up sth,en,PENDING
set upon sb,en,PENDING
shut down,en,PENDING
shut out sth,en,PENDING
shut up,en,PENDING
side against sb,en,PENDING
side with sb,en,PENDING
sift through sth,en,PENDING
sign over sth,en,PENDING
sign up sb,en,PENDING
single out,en,PENDING
single out sb,en,PENDING
single out sth,en,PENDING
size up,en,PENDING
skill up sb,en,PENDING
skim through sth,en,PENDING
skirt around sth,en,PENDING
skirt round sth,en,PENDING
slam down sth,en,PENDING
sleep off sth,en,PENDING
slice up sth,en,PENDING
slim down,en,PENDING
slim down sth,en,PENDING
slip away,en,PENDING
slog away,en,PENDING
smarten up,en,PENDING
smarten up sb,en,PENDING
smarten up sth,en,PENDING
smash up sth,en,PENDING
smooth down sth,en,PENDING
smooth over sth,en,PENDING
snap out,en,PENDING
somebody out,en,PENDING
someone in,en,PENDING
something behind,en,PENDING
something down,en,PENDING
something for,en,PENDING
something from,en,PENDING
something into,en,PENDING
something until,en,PENDING
something with,en,PENDING
spill out,en,PENDING
split up,en,PENDING
sray in,en,PENDING
stack up,en,PENDING
stake out sth,en,PENDING
stamp on sth,en,PENDING
stand back,en,PENDING
stand by,en,PENDING
stand for sth,en,PENDING
stand up,en,PENDING
start on,en,PENDING
steal away,en,PENDING
steam up,en,PENDING
steam up sth,en,PENDING
stem from sth,en,PENDING
stems from,en,PENDING
step aside,en,PENDING
stick by sth,en,PENDING
stick out sth,en,PENDING
stick up,en,PENDING
strong in,en,PENDING
strong until,en,PENDING
swing around,en,PENDING
swing round,en,PENDING
switch around,en,PENDING
switch off,en,PENDING
switch round,en,PENDING
tail off,en,PENDING
take along,en,PENDING
take away,en,PENDING
take away sb,en,PENDING
take away sth,en,PENDING
take down sth,en,PENDING
take off,en,PENDING
take off sth,en,PENDING
take on sth,en,PENDING
take out sb,en,PENDING
take out sth,en,PENDING
take over sth,en,PENDING
talk about,en,PENDING
think about,en,PENDING
thinking about,en,PENDING
tighten up sth,en,PENDING
tinker with sth,en,PENDING
tire out sb,en,PENDING
top up,en,PENDING
toss for sth,en,PENDING
toughen up,en,PENDING
toughen up sth,en,PENDING
trail off,en,PENDING
trip over,en,PENDING
trip over sth,en,PENDING
tune into sth,en,PENDING
turn against sb,en,PENDING
turn against sth,en,PENDING
turn around,en,PENDING
turn around sb,en,PENDING
turn around sth,en,PENDING
turn away sb,en,PENDING
turn down sth,en,PENDING
turn out sth,en,PENDING
turn over sth,en,PENDING
turn round,en,PENDING
turn round sb,en,PENDING
turn round sth,en,PENDING
unhappy about,en,PENDING
unpleasant from,en,PENDING
want in,en,PENDING
warm up,en,PENDING
warm up sth,en,PENDING
wash down sth,en,PENDING
washed out,en,PENDING
waste away,en,PENDING
watch over,en,PENDING
watch over sb,en,PENDING
watch over sth,en,PENDING
water down sth,en,PENDING
wear out,en,PENDING
wear out sb,en,PENDING
wear out sth,en,PENDING
whip up sth,en,PENDING
whittle away sth,en,PENDING
win back,en,PENDING
win back sb,en,PENDING
win back sth,en,PENDING
win out,en,PENDING
win through,en,PENDING
wind up,en,PENDING
wind up sth,en,PENDING
wipe out sb,en,PENDING
wipe out sth,en,PENDING
wolf down sth,en,PENDING
work around sth,en,PENDING
work round sth,en,PENDING
worm sth out of sb,en,PENDING
wrap up sth,en,PENDING
write up,en,PENDING
write up sth,en,PENDING
yell out,en,PENDING
yell out sth,en,PENDING
yell sth out,en,PENDING
zip sth up,en,PENDING
zip up,en,PENDING
zip up sth,en,PENDING
zone out,en,PENDING
