lemma,language_code,status
appropriate verb to use when asking for a room,en,PENDING
appropriate,en,PENDING
appropriately,en,PENDING
approval,en,PENDING
approve,en,PENDING
approximate,en,PENDING
approximately,en,PENDING
approximation,en,PENDING
arbitrary,en,PENDING
architect,en,PENDING
architectural,en,PENDING
architecture,en,PENDING
archive,en,PENDING
are associated with,en,PENDING
are based o,en,PENDING
are based on,en,PENDING
are less likely to,en,PENDING
are likely to be,en,PENDING
are likely to,en,PENDING
are more likely to be,en,PENDING
are more likely to,en,PENDING
are shown i,en,PENDING
are shown in,en,PENDING
are there any questions?,en,PENDING
are you getting on?,en,PENDING
area,en,PENDING
arena,en,PENDING
arguably,en,PENDING
argue that,en,PENDING
argue,en,PENDING
argues that,en,PENDING
argument,en,PENDING
arise,en,PENDING
arm,en,PENDING
armed,en,PENDING
army,en,PENDING
around the world,en,PENDING
around,en,PENDING
arrange,en,PENDING
arrangement,en,PENDING
array,en,PENDING
arrest,en,PENDING
arrival,en,PENDING
arrive at...,en,PENDING
arrive at…,en,PENDING
arrive in...,en,PENDING
arrive in…,en,PENDING
arrive,en,PENDING
arrow,en,PENDING
art gallery,en,PENDING
art,en,PENDING
article,en,PENDING
articulate,en,PENDING
artificial,en,PENDING
artist,en,PENDING
artwork,en,PENDING
as a consequence of,en,PENDING
as a form of,en,PENDING
as a function of,en,PENDING
as a means of,en,PENDING
as a result of sth,en,PENDING
as a result of,en,PENDING
as a result,en,PENDING
as a source of,en,PENDING
as a way of,en,PENDING
as a whole,en,PENDING
as far as i am concerned,en,PENDING
as far as sb is concerned,en,PENDING
as far as sth is concerned,en,PENDING
as follows,en,PENDING
as follows...,en,PENDING
as follows…,en,PENDING
as for sb,en,PENDING
as for sth,en,PENDING
as i said,en,PENDING
as i say,en,PENDING
as i,en,PENDING
as if nothing had happened,en,PENDING
as if...,en,PENDING
as if…,en,PENDING
as in the case of,en,PENDING
as in,en,PENDING
as it were,en,PENDING
as long as...,en,PENDING
as long as…,en,PENDING
as much as,en,PENDING
as of...,en,PENDING
as of…,en,PENDING
as opposed to,en,PENDING
as part of a team,en,PENDING
as part of sth,en,PENDING
as part of,en,PENDING
as shown i,en,PENDING
as shown in,en,PENDING
as soon as possible,en,PENDING
as soon as,en,PENDING
as such,en,PENDING
as though...,en,PENDING
as though…,en,PENDING
as to how...,en,PENDING
as to sth,en,PENDING
as to whether...,en,PENDING
as to,en,PENDING
as we have see,en,PENDING
as we have seen,en,PENDING
as we shall see,en,PENDING
as well as sb,en,PENDING
as well as sth,en,PENDING
as well as,en,PENDING
as well,en,PENDING
as you can see,en,PENDING
as you know,en,PENDING
as,en,PENDING
ash,en,PENDING
ashamed,en,PENDING
aside,en,PENDING
ask for sth,en,PENDING
ask,en,PENDING
asleep,en,PENDING
aspect of,en,PENDING
aspect,en,PENDING
aspects of,en,PENDING
aspiration,en,PENDING
aspire,en,PENDING
assassination,en,PENDING
assault,en,PENDING
assemble,en,PENDING
assembly,en,PENDING
assert,en,PENDING
assertion,en,PENDING
assess,en,PENDING
assessment,en,PENDING
asset,en,PENDING
assign,en,PENDING
assignment,en,PENDING
assist,en,PENDING
assistance,en,PENDING
assistant,en,PENDING
associate,en,PENDING
associated with doing sth,en,PENDING
associated with sth,en,PENDING
associated with,en,PENDING
associated,en,PENDING
associatio,en,PENDING
association betwee,en,PENDING
association between,en,PENDING
association,en,PENDING
assume that,en,PENDING
assume,en,PENDING
assumptio,en,PENDING
assumption,en,PENDING
assurance,en,PENDING
assure,en,PENDING
astonishing,en,PENDING
asylum,en,PENDING
at first,en,PENDING
at home,en,PENDING
at last,en,PENDING
at least,en,PENDING
at once,en,PENDING
at present,en,PENDING
at risk,en,PENDING
at school,en,PENDING
at some point,en,PENDING
at that point,en,PENDING
at that time,en,PENDING
at the age of...,en,PENDING
at the age of…,en,PENDING
at the beginning of sth,en,PENDING
at the beginning of,en,PENDING
at the beginning,en,PENDING
at the bottom of,en,PENDING
at the end of sth,en,PENDING
at the end of the day,en,PENDING
at the end of,en,PENDING
at the end,en,PENDING
at the expense of sb,en,PENDING
at the expense of sth,en,PENDING
at the expense of,en,PENDING
at the hands of sb,en,PENDING
at the heart of,en,PENDING
at the level of,en,PENDING
at the moment,en,PENDING
at the same time,en,PENDING
at the start of sth,en,PENDING
at the start of,en,PENDING
at the start,en,PENDING
at the time of sth,en,PENDING
at the time,en,PENDING
at the top of sth,en,PENDING
at the top of,en,PENDING
at the top,en,PENDING
at the weekend,en,PENDING
at this point,en,PENDING
at this stage,en,PENDING
at times,en,PENDING
at university,en,PENDING
at work,en,PENDING
at,en,PENDING
atmosphere,en,PENDING
atrocity,en,PENDING
attach,en,PENDING
attached to sb,en,PENDING
attached to sth,en,PENDING
attachment,en,PENDING
attack,en,PENDING
attain,en,PENDING
attempt,en,PENDING
attend,en,PENDING
attendance,en,PENDING
attentio,en,PENDING
attention,en,PENDING
attitude,en,PENDING
attorney,en,PENDING
attract,en,PENDING
attractio,en,PENDING
attraction,en,PENDING
attractive,en,PENDING
attribute,en,PENDING
auction,en,PENDING
audience,en,PENDING
audio,en,PENDING
audit,en,PENDING
aunt,en,PENDING
authentic,en,PENDING
author,en,PENDING
authority,en,PENDING
authorize,en,PENDING
auto,en,PENDING
automatic,en,PENDING
automatically,en,PENDING
autonomy,en,PENDING
autum,en,PENDING
autumn,en,PENDING
availability,en,PENDING
available,en,PENDING
average,en,PENDING
avoid,en,PENDING
await,en,PENDING
awake,en,PENDING
award,en,PENDING
aware,en,PENDING
awareness of sth,en,PENDING
awareness,en,PENDING
away from sb,en,PENDING
away from sth,en,PENDING
away,en,PENDING
awful,en,PENDING
awkward,en,PENDING
ba,en,PENDING
baby,en,PENDING
back and forth,en,PENDING
back sb up,en,PENDING
back sth up,en,PENDING
back to that,en,PENDING
back,en,PENDING
backdrop,en,PENDING
background,en,PENDING
backing,en,PENDING
backup,en,PENDING
backwards,en,PENDING
baco,en,PENDING
bacon,en,PENDING
bad for sb,en,PENDING
bad for sth,en,PENDING
bad news,en,PENDING
bad thing,en,PENDING
bad,en,PENDING
badge,en,PENDING
badly,en,PENDING
bag,en,PENDING
bail,en,PENDING
bake,en,PENDING
balance,en,PENDING
balanced,en,PENDING
ball,en,PENDING
ballet,en,PENDING
balloon,en,PENDING
ballot,en,PENDING
ban,en,PENDING
band,en,PENDING
bang,en,PENDING
bank,en,PENDING
banner,en,PENDING
bar,en,PENDING
bare,en,PENDING
barely,en,PENDING
bargain,en,PENDING
barrel,en,PENDING
barrier,en,PENDING
base,en,PENDING
baseball,en,PENDING
based on sth,en,PENDING
based on the assumption that,en,PENDING
based,en,PENDING
basement,en,PENDING
basic,en,PENDING
basically,en,PENDING
basis for,en,PENDING
basis,en,PENDING
basket,en,PENDING
bass,en,PENDING
bat,en,PENDING
bath,en,PENDING
bathroom,en,PENDING
battery,en,PENDING
battle,en,PENDING
battlefield,en,PENDING
bay,en,PENDING
be about to do sth,en,PENDING
be allowed to do sth,en,PENDING
be associated with,en,PENDING
be attributed to sb,en,PENDING
be charged with doing sth,en,PENDING
be charged with sth,en,PENDING
be derived from sth,en,PENDING
be due to the fact that,en,PENDING
be due to,en,PENDING
be entitled to sth,en,PENDING
be expected to do sth,en,PENDING
be expected to,en,PENDING
be found to do sth,en,PENDING
be going on,en,PENDING
be going to do sth,en,PENDING
be in touch,en,PENDING
be known as sb,en,PENDING
be known as sth,en,PENDING
be known to do sth,en,PENDING
be looking at,en,PENDING
be made of sth,en,PENDING
be made up of sth,en,PENDING
be meant to do sth,en,PENDING
be nothing to do with sb,en,PENDING
be nothing to do with sth,en,PENDING
be on the phone,en,PENDING
be regarded as,en,PENDING
be reported to be sth,en,PENDING
be reported to have sth,en,PENDING
be said to be sth,en,PENDING
be said to have sth,en,PENDING
be supposed to be sth,en,PENDING
be supposed to do sth,en,PENDING
be surrounded by sb,en,PENDING
be surrounded by sth,en,PENDING
be taken into account,en,PENDING
be the case that...,en,PENDING
be thought of as,en,PENDING
be to blame for sth,en,PENDING
be to blame,en,PENDING
be to do with sb,en,PENDING
be to do with sth,en,PENDING
be,en,PENDING
bea,en,PENDING
beach,en,PENDING
beam,en,PENDING
bean,en,PENDING
bear in mind that...,en,PENDING
bear in mind,en,PENDING
bear sb in mind,en,PENDING
bear sth in mind,en,PENDING
bear,en,PENDING
beard,en,PENDING
beast,en,PENDING
beat,en,PENDING
beautiful,en,PENDING
beauty,en,PENDING
because of,en,PENDING
because there are so many things to lear,en,PENDING
because,en,PENDING
become linking,en,PENDING
become,en,PENDING
bed,en,PENDING
bedroom,en,PENDING
beef,en,PENDING
been talking about,en,PENDING
beer,en,PENDING
before,en,PENDING
beforehand,en,PENDING
begi,en,PENDING
begin with sth,en,PENDING
begin,en,PENDING
beginning,en,PENDING
behalf,en,PENDING
behave,en,PENDING
behaviour,en,PENDING
behind,en,PENDING
being,en,PENDING
belief,en,PENDING
believe in sb,en,PENDING
believe in sth,en,PENDING
believe,en,PENDING
bell,en,PENDING
belong to sb,en,PENDING
belong to sth,en,PENDING
belong,en,PENDING
beloved,en,PENDING
below,en,PENDING
belt,en,PENDING
bench,en,PENDING
benchmark,en,PENDING
bend,en,PENDING
beneath,en,PENDING
beneficial,en,PENDING
beneficiary,en,PENDING
benefit from sth,en,PENDING
benefit,en,PENDING
beside,en,PENDING
besides,en,PENDING
best friend,en,PENDING
best,en,PENDING
bet,en,PENDING
betray,en,PENDING
better,en,PENDING
betwee,en,PENDING
between,en,PENDING
beyond the scope of (this book article,en,PENDING
beyond the scope of this article,en,PENDING
beyond the scope of this book,en,PENDING
beyond the scope of this chapter,en,PENDING
beyond the scope of,en,PENDING
beyond,en,PENDING
bi,en,PENDING
bias,en,PENDING
bicycle,en,PENDING
bid,en,PENDING
big,en,PENDING
bike,en,PENDING
bill,en,PENDING
bin,en,PENDING
bind,en,PENDING
biography,en,PENDING
biological,en,PENDING
bird,en,PENDING
birth,en,PENDING
birthday,en,PENDING
biscuit,en,PENDING
bishop,en,PENDING
bit,en,PENDING
bite,en,PENDING
bitter,en,PENDING
bizarre,en,PENDING
black and white,en,PENDING
black,en,PENDING
blade,en,PENDING
blame,en,PENDING
blank,en,PENDING
blanket,en,PENDING
blast,en,PENDING
bleed,en,PENDING
blend,en,PENDING
bless,en,PENDING
blessing,en,PENDING
blind,en,PENDING
block,en,PENDING
bloke,en,PENDING
blonde,en,PENDING
blood,en,PENDING
blow,en,PENDING
blue,en,PENDING
board,en,PENDING
boast,en,PENDING
boat,en,PENDING
body,en,PENDING
boil,en,PENDING
boiler,en,PENDING
boiling,en,PENDING
bold,en,PENDING
bomb,en,PENDING
bombing,en,PENDING
bone,en,PENDING
bonus,en,PENDING
book,en,PENDING
booking,en,PENDING
boom,en,PENDING
boost,en,PENDING
boot,en,PENDING
bor,en,PENDING
border,en,PENDING
bored,en,PENDING
boring,en,PENDING
born,en,PENDING
borrow,en,PENDING
boss,en,PENDING
both sides of the argument,en,PENDING
both sides,en,PENDING
both,en,PENDING
bother,en,PENDING
bottle,en,PENDING
bottom,en,PENDING
bounce,en,PENDING
bound to be sth,en,PENDING
bound to do sth,en,PENDING
bound,en,PENDING
boundary,en,PENDING
bow,en,PENDING
bowl,en,PENDING
box,en,PENDING
boy,en,PENDING
boyfriend,en,PENDING
brai,en,PENDING
brain,en,PENDING
branch,en,PENDING
brave,en,PENDING
breach,en,PENDING
bread,en,PENDING
break up with sb,en,PENDING
break up,en,PENDING
break,en,PENDING
breakdown,en,PENDING
breakfast,en,PENDING
breakthrough,en,PENDING
breast,en,PENDING
breath,en,PENDING
breathe,en,PENDING
breed,en,PENDING
brick,en,PENDING
bridge,en,PENDING
brief,en,PENDING
briefly,en,PENDING
bright,en,PENDING
brilliant,en,PENDING
bring sb up,en,PENDING
bring sth about,en,PENDING
bring sth up,en,PENDING
bring,en,PENDING
broad,en,PENDING
broadband,en,PENDING
broadcaster,en,PENDING
broadly,en,PENDING
brother,en,PENDING
brow,en,PENDING
brown,en,PENDING
browser,en,PENDING
brush,en,PENDING
brutal,en,PENDING
buck,en,PENDING
bucket,en,PENDING
buddy,en,PENDING
budget,en,PENDING
buffer,en,PENDING
bug,en,PENDING
build,en,PENDING
builder,en,PENDING
building,en,PENDING
bulk,en,PENDING
bump,en,PENDING
bunch,en,PENDING
bur,en,PENDING
burden,en,PENDING
bureaucracy,en,PENDING
burial,en,PENDING
burn,en,PENDING
burst,en,PENDING
bury,en,PENDING
bus,en,PENDING
business,en,PENDING
busy,en,PENDING
but also,en,PENDING
but in fact,en,PENDING
but,en,PENDING
butcher,en,PENDING
butter,en,PENDING
butto,en,PENDING
button,en,PENDING
buy,en,PENDING
buyer,en,PENDING
by a factor of,en,PENDING
by means of sth,en,PENDING
by means of,en,PENDING
by no means,en,PENDING
by now,en,PENDING
by the end of sth,en,PENDING
by the end of,en,PENDING
by the fact that,en,PENDING
by the time ...,en,PENDING
by the time that...,en,PENDING
by the time that…,en,PENDING
by the time …,en,PENDING
by the use of,en,PENDING
by the way,en,PENDING
by,en,PENDING
bye,en,PENDING
ca,en,PENDING
cabin,en,PENDING
cabinet,en,PENDING
cable,en,PENDING
cake,en,PENDING
calculate,en,PENDING
calculatio,en,PENDING
calculation,en,PENDING
calculator,en,PENDING
calendar,en,PENDING
call for sth,en,PENDING
call on sb to do sth,en,PENDING
call on sb,en,PENDING
call,en,PENDING
calm,en,PENDING
camera,en,PENDING
camp,en,PENDING
campaig,en,PENDING
campaign,en,PENDING
can be applied to,en,PENDING
can be described explained in terms of,en,PENDING
can be described in terms of,en,PENDING
can be explained in terms of,en,PENDING
can be found i,en,PENDING
can be found in,en,PENDING
can be seen as,en,PENDING
can be seen in,en,PENDING
can be seen,en,PENDING
can be thought of as,en,PENDING
can be used to,en,PENDING
can lead to,en,PENDING
can modal,en,PENDING
can't afford sth,en,PENDING
can,en,PENDING
canal,en,PENDING
cancel,en,PENDING
cancer,en,PENDING
candidate,en,PENDING
candle,en,PENDING
candy,en,PENDING
canvas,en,PENDING
can’t afford sth,en,PENDING
can’t afford to do sth,en,PENDING
cap,en,PENDING
capability,en,PENDING
capable,en,PENDING
capacity,en,PENDING
capital,en,PENDING
capitalism,en,PENDING
capitalist,en,PENDING
captai,en,PENDING
captain,en,PENDING
capture,en,PENDING
car park,en,PENDING
car,en,PENDING
carbon,en,PENDING
card,en,PENDING
care about sth,en,PENDING
care for sb,en,PENDING
care,en,PENDING
career,en,PENDING
careful,en,PENDING
carefully,en,PENDING
cargo,en,PENDING
carpet,en,PENDING
carriage,en,PENDING
carrot,en,PENDING
carry on with sth,en,PENDING
carry on,en,PENDING
carry sth out,en,PENDING
carry,en,PENDING
cartoo,en,PENDING
cartoon,en,PENDING
carve,en,PENDING
case study,en,PENDING
case,en,PENDING
cash,en,PENDING
casino,en,PENDING
