lemma,language_code,status
cut noun decline verb shape your destiny,en,PENDING
cut through red tape,en,PENDING
cut verb decrease determined effort,en,PENDING
cutting-edge design,en,PENDING
damaging disclosure,en,PENDING
danger break through the,en,PENDING
dash of cream,en,PENDING
dash of,en,PENDING
daunting task,en,PENDING
dawn breaks,en,PENDING
dazzling juvenile delinquent,en,PENDING
dead demand noun totally,en,PENDING
deal with the complexities,en,PENDING
death ~ an explanation,en,PENDING
deathly hush,en,PENDING
debt depart from a pattern,en,PENDING
decades elapse,en,PENDING
decent nights sleep,en,PENDING
decent nights,en,PENDING
decision silence descends,en,PENDING
declare deserve,en,PENDING
declare outright opposition,en,PENDING
declare outright,en,PENDING
declare someone the winner,en,PENDING
declare ~ opposition,en,PENDING
decline in,en,PENDING
decline noun desirable place,en,PENDING
deeply offensive,en,PENDING
default on repayments,en,PENDING
defeat goona,en,PENDING
defence difference,en,PENDING
deliriously happy,en,PENDING
deliver a speech,en,PENDING
demand an,en,PENDING
demand verb,en,PENDING
demonstrate an ability,en,PENDING
demonstrate an,en,PENDING
dense traffic,en,PENDING
deny all knowledge,en,PENDING
deny all,en,PENDING
deny ~ knowledge,en,PENDING
depart from a,en,PENDING
deploy troops,en,PENDING
derelict building,en,PENDING
derive pleasure from,en,PENDING
derive ~ from,en,PENDING
designer label,en,PENDING
desirable place,en,PENDING
desired effect,en,PENDING
desperate desire,en,PENDING
develop a good relationship,en,PENDING
develop a good,en,PENDING
develop a ~ relationship,en,PENDING
devote energy,en,PENDING
differ widely,en,PENDING
difficulties disseminate information,en,PENDING
difficulty within walking,en,PENDING
dig out info about a crime,en,PENDING
dig out info about a,en,PENDING
dim and distant memory,en,PENDING
dim and distant,en,PENDING
dim and ~ memory,en,PENDING
dip distinguished scholar,en,PENDING
dip into emergency funds,en,PENDING
dip into savings,en,PENDING
dip into ~ funds,en,PENDING
dire consequences,en,PENDING
disaffected youth,en,PENDING
disaster strikes,en,PENDING
disaster ~ a source,en,PENDING
disastrous consequences,en,PENDING
disband an army,en,PENDING
dismal failure,en,PENDING
dismiss a,en,PENDING
dismiss exceed the recommended dose,en,PENDING
disorderly behaviour,en,PENDING
disparaging remark,en,PENDING
dispel a rumour,en,PENDING
dispel a,en,PENDING
display characteristics,en,PENDING
display noun downright take it ~ for a while,en,PENDING
display verb show a downward trend,en,PENDING
disposal of household waste,en,PENDING
dispute arises,en,PENDING
disruptive influence,en,PENDING
dissenting voice,en,PENDING
distance increase,en,PENDING
distant echo,en,PENDING
distant ~ a contract,en,PENDING
distinction be drawn into an argument,en,PENDING
divert traffic,en,PENDING
divided opinions,en,PENDING
divorce drive noun,en,PENDING
divulge a,en,PENDING
divulge drive verb,en,PENDING
do a job-share,en,PENDING
do driving,en,PENDING
do extreme sports,en,PENDING
do plenty of exercize,en,PENDING
do plenty of,en,PENDING
do sport,en,PENDING
do the sights,en,PENDING
do the,en,PENDING
dodge the question,en,PENDING
dollop of cream,en,PENDING
dolphins relieve someone of their duties,en,PENDING
doubt undeclared earnings,en,PENDING
doubts easy,en,PENDING
download a ringtone,en,PENDING
downright disgrace,en,PENDING
downright rude,en,PENDING
draconian measures,en,PENDING
dramatic current ~ climate,en,PENDING
draw a comparison between,en,PENDING
draw a comparison,en,PENDING
draw a ~ between,en,PENDING
draw up a,en,PENDING
draw up,en,PENDING
dream comes true,en,PENDING
dream ~ true,en,PENDING
drive recklessly,en,PENDING
drive someone crazy,en,PENDING
drop of brandy,en,PENDING
drop someone an,en,PENDING
drop the,en,PENDING
drum up,en,PENDING
dull thud,en,PENDING
dump waste,en,PENDING
dump,en,PENDING
dysfunctional family,en,PENDING
eager anticipation,en,PENDING
earn a good living,en,PENDING
earn a good,en,PENDING
earn a ~ living,en,PENDING
eco-friendly design,en,PENDING
economy bursting with,en,PENDING
education ~ someone in conversation,en,PENDING
effect ~ good health,en,PENDING
effects ~ into a contract,en,PENDING
effort ~ your pin,en,PENDING
email environmental catastrophe,en,PENDING
emergency sheer ~ grandeur,en,PENDING
emissions golden,en,PENDING
empty promize,en,PENDING
encounter a difficulty,en,PENDING
encounter a,en,PENDING
encyclopaedic knowledge,en,PENDING
endless supply,en,PENDING
energy make an,en,PENDING
engage in hostilities,en,PENDING
engage research ethics,en,PENDING
engage someone in,en,PENDING
enjoy events,en,PENDING
enjoy good,en,PENDING
enjoy great,en,PENDING
enjoy ~ health,en,PENDING
enjoy ~ success,en,PENDING
enlist help,en,PENDING
enrol on a course,en,PENDING
enter have ~ confidence in,en,PENDING
enter into a discussion,en,PENDING
enter into a,en,PENDING
enter into,en,PENDING
enter your pin,en,PENDING
entertainment unreliable,en,PENDING
entirely wildly exaggerated,en,PENDING
environment exchange noun,en,PENDING
environmental catastrophe,en,PENDING
epic proportions,en,PENDING
epic ~ pleasantries,en,PENDING
error excruciatingly uncomfortable,en,PENDING
error of,en,PENDING
erupts gentle,en,PENDING
escape noun physical exertion,en,PENDING
escape punishment,en,PENDING
escape verb vast expanse,en,PENDING
establish a good,en,PENDING
establish a,en,PENDING
event marks,en,PENDING
every whim,en,PENDING
evidence emerges,en,PENDING
evoke an,en,PENDING
exacting standards,en,PENDING
exchange pleasantries,en,PENDING
exchange rates,en,PENDING
exchange verb,en,PENDING
exchange ~ fluctuate,en,PENDING
excite speculation,en,PENDING
exclusive restaurant,en,PENDING
excruciatingly uncomfortable,en,PENDING
exercize greater control,en,PENDING
exercize greater ~ over,en,PENDING
exercize noun,en,PENDING
exercize verb,en,PENDING
exercize ~ control over,en,PENDING
exhaustive account,en,PENDING
expectations fail miserably,en,PENDING
experience a,en,PENDING
experience noun dismal,en,PENDING
experience verb ~ few,en,PENDING
explanation ~ into a coma,en,PENDING
explore different ways,en,PENDING
explore different,en,PENDING
explore ~ ways,en,PENDING
exports are five times greater influenced issue noun,en,PENDING
exports are five times greater ~ gathering,en,PENDING
exports are five times ~ than ~ a difficult situation,en,PENDING
express admiration,en,PENDING
extend opportunity,en,PENDING
extension fashion ~in a form,en,PENDING
extensive knowledge,en,PENDING
extenuating circumstances,en,PENDING
extremely successful,en,PENDING
face a grilling,en,PENDING
face a,en,PENDING
face fuel,en,PENDING
face severe weather,en,PENDING
face severe ~ conditions,en,PENDING
face the facts,en,PENDING
face the ~ manageable chunk,en,PENDING
face the,en,PENDING
face up to the facts,en,PENDING
face ~ weather conditions,en,PENDING
faceless bureaucrats,en,PENDING
factor bottle up your feelings,en,PENDING
fail miserably,en,PENDING
failure ~ celebrates,en,PENDING
faintly ridiculous,en,PENDING
fair festive,en,PENDING
fairytale wedding,en,PENDING
fall into a,en,PENDING
fall noun few,en,PENDING
fall verb take the,en,PENDING
falsify records,en,PENDING
family gathering,en,PENDING
family ~ for your life,en,PENDING
fashion victim,en,PENDING
fast-track scheme,en,PENDING
fat chance,en,PENDING
fears present,en,PENDING
feasible alternative,en,PENDING
feeble excuse,en,PENDING
feel peckish,en,PENDING
feel the full,en,PENDING
feel the ~ effect,en,PENDING
feel your,en,PENDING
feel ~ someones imagination,en,PENDING
fertile imagination,en,PENDING
festival celebrates,en,PENDING
festival falls on,en,PENDING
festive mood,en,PENDING
field noun,en,PENDING
field verb,en,PENDING
fierce competition,en,PENDING
fight noun,en,PENDING
file for divorce,en,PENDING
file for,en,PENDING
fill someone with dread,en,PENDING
financial acumen,en,PENDING
find a,en,PENDING
find not,en,PENDING
fine lines,en,PENDING
finite number,en,PENDING
fire noun,en,PENDING
fire someones,en,PENDING
fire verb,en,PENDING
first-hand knowledge,en,PENDING
fit adjective,en,PENDING
fit for,en,PENDING
fit in with,en,PENDING
fit noun fortune mounting fury,en,PENDING
fit of jealousy,en,PENDING
fit the job description,en,PENDING
fit the ~ description,en,PENDING
fit verb tell someones,en,PENDING
flat-screen tv,en,PENDING
flatly contradict,en,PENDING
flatly four-letter word,en,PENDING
flawless complexion,en,PENDING
flicker fraudulent claim,en,PENDING
flicker of emotion,en,PENDING
flicker of,en,PENDING
flock fresh drive,en,PENDING
flock of birds,en,PENDING
flock of sheep,en,PENDING
flout a rule,en,PENDING
flout a,en,PENDING
fluctuate remain on ~ terms,en,PENDING
flurry firm,en,PENDING
flurry of activity,en,PENDING
flurry of snow,en,PENDING
flurry of,en,PENDING
flying visit,en,PENDING
foam at the mouth,en,PENDING
follow advice,en,PENDING
food full ~ the recognition you,en,PENDING
food miles,en,PENDING
foot the bill,en,PENDING
foot the,en,PENDING
force for,en,PENDING
force give a ~ apology,en,PENDING
foregone conclusion,en,PENDING
foreseeable future,en,PENDING
forge new relationships,en,PENDING
forge new,en,PENDING
formal fundamentally ~ someone a good send-off,en,PENDING
formulate a theory,en,PENDING
formulate a,en,PENDING
forthright manner,en,PENDING
forward foreseeable,en,PENDING
foul language,en,PENDING
fragile peace,en,PENDING
frame a question,en,PENDING
frame a,en,PENDING
free gap,en,PENDING
free kick,en,PENDING
free up,en,PENDING
friend for life,en,PENDING
friend for,en,PENDING
friendly change gear,en,PENDING
friends generate business,en,PENDING
fuel ~ your priorities right,en,PENDING
full glare of publicity,en,PENDING
full refund,en,PENDING
fundamental change,en,PENDING
fundamentally similar,en,PENDING
gain verb,en,PENDING
gauge reaction,en,PENDING
generally speaking,en,PENDING
gentle exercize,en,PENDING
get a message across,en,PENDING
get hitched,en,PENDING
get into reverse,en,PENDING
get into,en,PENDING
get itchy feet,en,PENDING
get off the bus,en,PENDING
get the hang of,en,PENDING
get the recognition you,en,PENDING
get the sack,en,PENDING
get the ~ you deserve,en,PENDING
get your priorities right,en,PENDING
gift for languages,en,PENDING
gifted children,en,PENDING
girls night out,en,PENDING
give a full,en,PENDING
give a loud laugh,en,PENDING
give a straight answer,en,PENDING
give a ~ answer,en,PENDING
give an ~ of,en,PENDING
give it your best shot,en,PENDING
give repeated assurances,en,PENDING
give someone a ring,en,PENDING
give someone a ~ send off,en,PENDING
give something some,en,PENDING
give vent,en,PENDING
given create a ~ impression,en,PENDING
glimmer of understanding,en,PENDING
glimmer of,en,PENDING
glimmer with ~ qualifications,en,PENDING
glossy magazine,en,PENDING
glowing ~ a snack,en,PENDING
go back on a promize,en,PENDING
go back on a,en,PENDING
go clubbing,en,PENDING
go down in history,en,PENDING
go freelance,en,PENDING
go into raptures,en,PENDING
go into rehab,en,PENDING
go into,en,PENDING
go on an economy,en,PENDING
go on an ~ drive,en,PENDING
go on the,en,PENDING
go out fora,en,PENDING
go part-time,en,PENDING
go through a midlife crisis,en,PENDING
go through a phase,en,PENDING
go trekking,en,PENDING
go verb grant permission,en,PENDING
go wild,en,PENDING
go ~ in hand with,en,PENDING
goal air a grievance,en,PENDING
golden era,en,PENDING
good computer,en,PENDING
good level of,en,PENDING
good necessary groundwork,en,PENDING
good ~ of education,en,PENDING
good ~ skills,en,PENDING
gracious living,en,PENDING
graduate from university,en,PENDING
graduate from,en,PENDING
grand style,en,PENDING
grasp the importance of,en,PENDING
grasp the ~ of,en,PENDING
grave danger,en,PENDING
great significance,en,PENDING
great ~ production,en,PENDING
greater handle,en,PENDING
greatly appreciate,en,PENDING
greatly suffer at the hands of,en,PENDING
grief happy,en,PENDING
grind the gears,en,PENDING
grounds for complaint,en,PENDING
grounds for,en,PENDING
growing disparity,en,PENDING
growth harmful,en,PENDING
gruff exterior,en,PENDING
grumpy old man,en,PENDING
hail a taxi,en,PENDING
hail as a major development,en,PENDING
halt noun,en,PENDING
halt verb,en,PENDING
hand in your resignation,en,PENDING
hand in,en,PENDING
hand noun,en,PENDING
hand verb,en,PENDING
handle a difficult,en,PENDING
handle a ~ situation,en,PENDING
handle a,en,PENDING
hard slog,en,PENDING
harebrained scheme,en,PENDING
harness technology,en,PENDING
hasten someones death,en,PENDING
hasten someones,en,PENDING
have a change of,en,PENDING
have a knock-on effect,en,PENDING
have a knock-on,en,PENDING
have a special,en,PENDING
have a stopover,en,PENDING
have a whale of a time,en,PENDING
have a whale of a,en,PENDING
have a ~ charm,en,PENDING
have a ~ of heart,en,PENDING
have a ~ with,en,PENDING
have a,en,PENDING
have absolutely no,en,PENDING
have an attitude problem,en,PENDING
have an attitude,en,PENDING
have an eye for,en,PENDING
have an obligation,en,PENDING
have an operation,en,PENDING
have an ~ on,en,PENDING
have an,en,PENDING
have every ~ in,en,PENDING
have got the chance,en,PENDING
have got the,en,PENDING
have great,en,PENDING
have no ~ for,en,PENDING
have relevance,en,PENDING
have the,en,PENDING
have ~ no idea,en,PENDING
have ~ respect for,en,PENDING
have ~ success,en,PENDING
have ~ traffic,en,PENDING
havent the foggiest idea,en,PENDING
havent the foggiest,en,PENDING
hazy memory,en,PENDING
head a team,en,PENDING
head a,en,PENDING
heal the rift,en,PENDING
health think ~ of,en,PENDING
healthy competition,en,PENDING
heap praize on,en,PENDING
heart leaps,en,PENDING
heart ~ the high street,en,PENDING
heart-to-heart chat,en,PENDING
heavily ~ a demonstration,en,PENDING
heavy book,en,PENDING
heavy home toy with an,en,PENDING
heavy workload,en,PENDING
hectic pace of life,en,PENDING
hectic pace of,en,PENDING
heed a warning,en,PENDING
herd flicker of,en,PENDING
herd of cattle,en,PENDING
herd of elephants,en,PENDING
high sincerely,en,PENDING
high turnover of staff,en,PENDING
high turnover of,en,PENDING
high-definition tv,en,PENDING
high-street fashion,en,PENDING
highest accolade,en,PENDING
highest bidder,en,PENDING
highly educated,en,PENDING
highly pack of hounds,en,PENDING
highly praized,en,PENDING
highly unlikely,en,PENDING
highly valued,en,PENDING
hike in prices,en,PENDING
hike in,en,PENDING
hinder progress,en,PENDING
hit overcome a hurdle,en,PENDING
hit the rocks,en,PENDING
hit the ~ street,en,PENDING
hold a demonstration,en,PENDING
hold a press conference,en,PENDING
hold a,en,PENDING
hold noun hybrid car,en,PENDING
hold someone in ~ instability,en,PENDING
hold someones,en,PENDING
hold something in ~ instability,en,PENDING
hone your skills,en,PENDING
honestly think,en,PENDING
honour a commitment,en,PENDING
honour a,en,PENDING
hoots of laughter,en,PENDING
hoots of,en,PENDING
hope noun,en,PENDING
hope verb,en,PENDING
hopelessly lost,en,PENDING
hopping mad,en,PENDING
hugely popular look,en,PENDING
hugely popular,en,PENDING
humiliating defeat,en,PENDING
hunk of bread,en,PENDING
hurl insults,en,PENDING
husky voice,en,PENDING
i know the feeling,en,PENDING
identity theft,en,PENDING
idle chatter,en,PENDING
idle inclement weather,en,PENDING
ignore someones advice,en,PENDING
ignore someones,en,PENDING
ill show an,en,PENDING
illegal substance,en,PENDING
imagination ~ output,en,PENDING
immense asset,en,PENDING
impact declare independence,en,PENDING
impart indigenous people,en,PENDING
implement a,en,PENDING
implement infinite patience,en,PENDING
importance influence noun investigation,en,PENDING
imports strongly,en,PENDING
impose censorship,en,PENDING
impression dig out info about a crime,en,PENDING
improvement show initiative,en,PENDING
in a position of,en,PENDING
in a state of,en,PENDING
in a straightforward way,en,PENDING
in a straightforward,en,PENDING
in a ~ of authority,en,PENDING
in a ~ of shock,en,PENDING
in breach of the,en,PENDING
in broad,en,PENDING
in the middle of nowhere,en,PENDING
in ~ agreement,en,PENDING
in ~ contrast,en,PENDING
in ~ of the law,en,PENDING
in-depth critique,en,PENDING
in-depth instantly recall,en,PENDING
incessant noize,en,PENDING
incite violence,en,PENDING
income arouse someones,en,PENDING
inconsolable grief,en,PENDING
increase noun keen,en,PENDING
increase output,en,PENDING
increase significantly,en,PENDING
increase verb pursue your,en,PENDING
increase your stress levels,en,PENDING
increase your ~ levels,en,PENDING
indelible impressions,en,PENDING
indeterminate number,en,PENDING
indigenous people,en,PENDING
infectious disease,en,PENDING
infinite patience,en,PENDING
inflation see off an intruder,en,PENDING
influence verb subject,en,PENDING
information take ~ with,en,PENDING
infringe the regulations,en,PENDING
infringe the,en,PENDING
inner city,en,PENDING
inordinate amount,en,PENDING
install equipment,en,PENDING
instigate measures,en,PENDING
insults walk straight into a,en,PENDING
intense dislike,en,PENDING
intensely personal,en,PENDING
interest-free overdraft,en,PENDING
interpersonal skills,en,PENDING
intrepid explorer,en,PENDING
introduce a neighbourhood special occasion,en,PENDING
introduce a neighbourhood ~ of adventure,en,PENDING
introduce a neighbourhood,en,PENDING
introduce a,en,PENDING
introduce new legislation,en,PENDING
introduce ~ legislation,en,PENDING
invest in the long-term,en,PENDING
invest in the,en,PENDING
investigate a crime,en,PENDING
investigate a,en,PENDING
irreversible climate change,en,PENDING
irreversible climate,en,PENDING
irreversible ~ change,en,PENDING
issue a denial,en,PENDING
issue a statement,en,PENDING
issue verb,en,PENDING
it goes without saying,en,PENDING
it is my ~ conviction,en,PENDING
it would make a,en,PENDING
it would ~ a change,en,PENDING
item of information,en,PENDING
item of,en,PENDING
join in the festivities,en,PENDING
join the festivities,en,PENDING
joint effort,en,PENDING
jot down a phone number,en,PENDING
jot down a room,en,PENDING
jot down a ~ number,en,PENDING
jot down advanced,en,PENDING
jot down an,en,PENDING
journey encyclopaedic,en,PENDING
judge someone harshly,en,PENDING
judgement designer label,en,PENDING
juicy gossip,en,PENDING
jump at the,en,PENDING
jump for joy,en,PENDING
jump foul,en,PENDING
jump toa,en,PENDING
justice is served,en,PENDING
justice large level,en,PENDING
juvenile delinquent,en,PENDING
keen lasting levy noun,en,PENDING
keep a,en,PENDING
keep afloat,en,PENDING
keep think laterally,en,PENDING
keep up a foreign,en,PENDING
keep up the,en,PENDING
