lemma,language_code,status
take or,en,PENDING
take out,en,PENDING
take over,en,PENDING
take sb,en,PENDING
take sbisth,en,PENDING
take someone,en,PENDING
take something,en,PENDING
take sth,en,PENDING
take the,en,PENDING
take up,en,PENDING
that amount,en,PENDING
the amount,en,PENDING
the help,en,PENDING
the money,en,PENDING
the situation,en,PENDING
them money,en,PENDING
they support,en,PENDING
things quickly,en,PENDING
think carefully,en,PENDING
thinking carefully,en,PENDING
this information,en,PENDING
this situation,en,PENDING
those facts,en,PENDING
those ideas,en,PENDING
through money,en,PENDING
to carefully,en,PENDING
to claim,en,PENDING
to completely,en,PENDING
to demand,en,PENDING
to help,en,PENDING
to quickly,en,PENDING
to strongly,en,PENDING
to support,en,PENDING
unpleasant situation,en,PENDING
use information,en,PENDING
useful information,en,PENDING
vehicle quickly,en,PENDING
very quickly,en,PENDING
whole amount,en,PENDING
whose ideas,en,PENDING
you money,en,PENDING
