lemma,language_code,status
arrive at sth,en,PENDING
as fashionable as something that is,en,PENDING
as part of a system 12 call up sth,en,PENDING
as your job,en,PENDING
ascribe sth,en,PENDING
ask around,en,PENDING
ask for food,en,PENDING
ask out sb,en,PENDING
ask sb out,en,PENDING
associate sth with sth,en,PENDING
attend,en,PENDING
attracted,en,PENDING
attractive than usual by putting on special way,en,PENDING
attractive usually by providing a very different clearly,en,PENDING
attractive,en,PENDING
attribute sth,en,PENDING
available soon 4 get in,en,PENDING
average out at sth,en,PENDING
away 11 thin our they become fewer in numher,en,PENDING
away 60 thaw out,en,PENDING
away something [e.g. memory impression talk through sth,en,PENDING
back off,en,PENDING
back onto sth,en,PENDING
back sth up,en,PENDING
back up sth,en,PENDING
back up,en,PENDING
back-up,en,PENDING
bad 52 descend,en,PENDING
bad period 1 plug into sth,en,PENDING
bad position because of an argument,en,PENDING
badly 8 give up sth doing sth,en,PENDING
badly 8 give up,en,PENDING
bail out sb,en,PENDING
bail out sth,en,PENDING
bail sb out,en,PENDING
bail sth out,en,PENDING
balance out,en,PENDING
bang about,en,PENDING
bang around,en,PENDING
bang down sth,en,PENDING
bang sth down,en,PENDING
base sth on sth,en,PENDING
base sth upon sth,en,PENDING
bat around sth,en,PENDING
bat sth around,en,PENDING
be asking for sth,en,PENDING
be bogged down,en,PENDING
be bursting with sth,en,PENDING
be cast away,en,PENDING
be caught up in sth,en,PENDING
be cut out for sth,en,PENDING
be floating about,en,PENDING
be floating around,en,PENDING
be founded onfupon sth,en,PENDING
be getting on mainly,en,PENDING
be getting on,en,PENDING
be mixed up with sb,en,PENDING
be set back,en,PENDING
be steeped in sth,en,PENDING
be weirded out,en,PENDING
bear on sth,en,PENDING
bear out sb,en,PENDING
bear out sth,en,PENDING
bear sb out,en,PENDING
bear sth out,en,PENDING
bear up,en,PENDING
bear upon sth,en,PENDING
beat down,en,PENDING
beaver away,en,PENDING
because you are excited,en,PENDING
because you are not hungry,en,PENDING
because you are stop complaining,en,PENDING
become college,en,PENDING
become this way 40 wake up and smell the coffee,en,PENDING
becomes gradually louder,en,PENDING
becomes lower 56 by a particular authority,en,PENDING
been built [e.g. building city] 49 numbers,en,PENDING
been told something about them authority especially the police,en,PENDING
before 39 input contribution,en,PENDING
begin,en,PENDING
being done,en,PENDING
being persnaded by other come out,en,PENDING
belief 34 get in sth,en,PENDING
belt out sth,en,PENDING
belt sth out,en,PENDING
bend down,en,PENDING
better way,en,PENDING
birds 47 poodle around,en,PENDING
blast out sth,en,PENDING
blast out,en,PENDING
blast sth out,en,PENDING
blend in sth,en,PENDING
blend into sth,en,PENDING
block in sb,en,PENDING
block in sth,en,PENDING
block out sth,en,PENDING
block sb in,en,PENDING
block sth in,en,PENDING
block sth out,en,PENDING
blot out sth,en,PENDING
blot sth out,en,PENDING
blow out sb,en,PENDING
blow out,en,PENDING
blow sb out,en,PENDING
blow sth up,en,PENDING
blow up sth,en,PENDING
blunder about,en,PENDING
blunder around,en,PENDING
blurt out sth,en,PENDING
blurt sth out,en,PENDING
boarded-up,en,PENDING
body,en,PENDING
boil down,en,PENDING
bombard sb with sth,en,PENDING
boom out sth,en,PENDING
boom out,en,PENDING
boot sth up,en,PENDING
boot up sth,en,PENDING
boot up,en,PENDING
boots np or,en,PENDING
bore into sb,en,PENDING
boss about sb,en,PENDING
boss around sb,en,PENDING
boss sb about break up sth,en,PENDING
boss sb about break up,en,PENDING
boss sb about,en,PENDING
boss sb around,en,PENDING
botch sth up #nformal,en,PENDING
botch sth up,en,PENDING
botch up sth,en,PENDING
bottom out,en,PENDING
bounce sth off sb,en,PENDING
bowl along sth,en,PENDING
bowl along,en,PENDING
bowl over sb,en,PENDING
bowl sb over,en,PENDING
box in sb,en,PENDING
box sb in,en,PENDING
branch off,en,PENDING
break down sth,en,PENDING
break down,en,PENDING
break into sth,en,PENDING
break off sth,en,PENDING
break out in sth,en,PENDING
break out into sth,en,PENDING
break sth down,en,PENDING
break sth off,en,PENDING
break sth up,en,PENDING
break through sth,en,PENDING
break through,en,PENDING
break up sth,en,PENDING
break up,en,PENDING
break-in,en,PENDING
breakaway,en,PENDING
breakdown,en,PENDING
breakout,en,PENDING
breeze in somewhere,en,PENDING
breeze into somewhere,en,PENDING
breeze through sth,en,PENDING
brighter so that,en,PENDING
brim with sth,en,PENDING
bring forward sth,en,PENDING
bring in sb,en,PENDING
bring in sth,en,PENDING
bring out sth,en,PENDING
bring sb in,en,PENDING
bring sb together,en,PENDING
bring sb up,en,PENDING
bring sth forward,en,PENDING
bring sth in,en,PENDING
bring sth out,en,PENDING
bring together sb,en,PENDING
bring up sb,en,PENDING
broken-down it no longer works 4 achieve something,en,PENDING
broken-down,en,PENDING
brush down sb,en,PENDING
brush down sth,en,PENDING
brush off sb,en,PENDING
brush off sth,en,PENDING
brush sb call up sth,en,PENDING
brush sb down,en,PENDING
brush sb off,en,PENDING
brush sth call up sth,en,PENDING
brush sth down,en,PENDING
brush sth off,en,PENDING
buckle down,en,PENDING
build in sth,en,PENDING
build sb up,en,PENDING
build sth in,en,PENDING
build sth up,en,PENDING
build up sb,en,PENDING
build up sth,en,PENDING
build up,en,PENDING
build-up,en,PENDING
built-in,en,PENDING
bump off sb,en,PENDING
bump sb off,en,PENDING
bump sth up,en,PENDING
bump up sth,en,PENDING
bunged-up,en,PENDING
buoy sth up,en,PENDING
buoy up sth,en,PENDING
burn out,en,PENDING
burn yourself out,en,PENDING
burst out sth,en,PENDING
bursts 50 information,en,PENDING
bury yourself in sth,en,PENDING
bush you make it fall,en,PENDING
business at the end,en,PENDING
business in it attracts people often encouraging very nice,en,PENDING
business in order,en,PENDING
business turns out something they make,en,PENDING
bust-up,en,PENDING
butter sb up,en,PENDING
butter up sb,en,PENDING
buy out sb,en,PENDING
buy out sth,en,PENDING
buy sb out,en,PENDING
buy sth out,en,PENDING
buy sth up,en,PENDING
buy up sth,en,PENDING
buyout,en,PENDING
by continuously damaging it,en,PENDING
by finding out what other people,en,PENDING
by shaking your feet 13 lead up,en,PENDING
by the people who previously managed it or,en,PENDING
by working for the person you owe money,en,PENDING
call in on,en,PENDING
call in,en,PENDING
call on sth,en,PENDING
call out sb,en,PENDING
call sb out,en,PENDING
call sb up,en,PENDING
call sth up,en,PENDING
call up sb,en,PENDING
call up sth,en,PENDING
call upon sth,en,PENDING
calm down sb,en,PENDING
calm down,en,PENDING
calm sb down,en,PENDING
can 8 put sb on sth,en,PENDING
can use it in the future 26 jazz up sth,en,PENDING
cannot be used 13 stream into somewhere,en,PENDING
cannot drive away 50 branch off,en,PENDING
capitalize on sth,en,PENDING
carry forward sth,en,PENDING
carry off sth,en,PENDING
carry sth forward,en,PENDING
carry sth off,en,PENDING
cash in on sth,en,PENDING
cash up,en,PENDING
cast-offs,en,PENDING
catch on slightly,en,PENDING
catch on,en,PENDING
catch out sb,en,PENDING
catch sb out,en,PENDING
catch up on sth,en,PENDING
catch up onl sth,en,PENDING
catch up with sb,en,PENDING
catch up with sth,en,PENDING
cater for sb,en,PENDING
cater for sbisth,en,PENDING
cater for sth,en,PENDING
cause trouble for them,en,PENDING
cave in,en,PENDING
change around sth,en,PENDING
change down,en,PENDING
change over,en,PENDING
change round sth,en,PENDING
change round,en,PENDING
change sth around,en,PENDING
change sth explanation for something or,en,PENDING
change sth round,en,PENDING
change the date,en,PENDING
changing very about the second subject,en,PENDING
chase off sb,en,PENDING
chase off sbisth,en,PENDING
chase off sth,en,PENDING
chase out sb,en,PENDING
chase out sbisth,en,PENDING
chase out sth,en,PENDING
chase sb off,en,PENDING
chase sb offlout,en,PENDING
chase sb out,en,PENDING
chase sth off,en,PENDING
chase sth offlout,en,PENDING
chase sth out,en,PENDING
chatter away,en,PENDING
cheaply 1 play on sth,en,PENDING
cheaply 1 play upon sth,en,PENDING
cheat on sb,en,PENDING
check off sth,en,PENDING
check sth off,en,PENDING
cheer on sb,en,PENDING
cheer sb on,en,PENDING
chill out,en,PENDING
chip in slightly,en,PENDING
chip in sth,en,PENDING
chip in,en,PENDING
chip sth in slightly,en,PENDING
chip sth in,en,PENDING
chirp away,en,PENDING
choke back sth,en,PENDING
choke down sth,en,PENDING
choke sth back come along,en,PENDING
choke sth back,en,PENDING
choke sth down come along,en,PENDING
choke sth down,en,PENDING
chosen,en,PENDING
chuck away sth,en,PENDING
chuck out sth,en,PENDING
chuck sth away,en,PENDING
chuck sth out,en,PENDING
clam up,en,PENDING
class 2 33 difficulty and try,en,PENDING
clean out sb,en,PENDING
clean out sth,en,PENDING
clean sb out,en,PENDING
clean sth out,en,PENDING
clean up after sb,en,PENDING
clean up your act,en,PENDING
clear away sth,en,PENDING
clear out,en,PENDING
clear sth away,en,PENDING
clear sth up,en,PENDING
clear up after sb,en,PENDING
clear up sth,en,PENDING
clear up,en,PENDING
clear,en,PENDING
clearly 48 modern,en,PENDING
cleverest,en,PENDING
click-through,en,PENDING
climb down,en,PENDING
close off sth,en,PENDING
close sth off,en,PENDING
closed door 53 happen,en,PENDING
clothes and make-up 38 drop back,en,PENDING
cloud over,en,PENDING
clown about,en,PENDING
clown around,en,PENDING
clutter sth up,en,PENDING
clutter up sth,en,PENDING
coast along,en,PENDING
cobble sth together to,en,PENDING
cobble sth together,en,PENDING
cobble together sth,en,PENDING
coffee 5,en,PENDING
color 49 shrug off sth,en,PENDING
come across sb,en,PENDING
come across sth,en,PENDING
come across,en,PENDING
come along! something that you say in order,en,PENDING
come along!,en,PENDING
come along,en,PENDING
come around,en,PENDING
come at sb,en,PENDING
come at sth,en,PENDING
come back,en,PENDING
come between sb,en,PENDING
come down,en,PENDING
come in for sth,en,PENDING
come in,en,PENDING
come into being,en,PENDING
come into it,en,PENDING
come into ones own,en,PENDING
come into sth,en,PENDING
come into,en,PENDING
come off better 1o end up in a good,en,PENDING
come off it! something that you say in order,en,PENDING
come off sth,en,PENDING
come off worse 1o end up in a good,en,PENDING
come on! something that you say in order,en,PENDING
come on,en,PENDING
come out against,en,PENDING
come out in favor of,en,PENDING
come out of sth,en,PENDING
come out with sth,en,PENDING
come out,en,PENDING
come over sb,en,PENDING
come over sth,en,PENDING
come round,en,PENDING
come through sth,en,PENDING
come under sth,en,PENDING
come up against sb,en,PENDING
come up against sth,en,PENDING
come up,en,PENDING
come with you,en,PENDING
comeback,en,PENDING
comes into your mind 25 pass over sb,en,PENDING
comes on it starts working,en,PENDING
company has improved 28 made,en,PENDING
company is divided 6 especially by using ropes,en,PENDING
compensate for not doing it previously,en,PENDING
competition or,en,PENDING
computer,en,PENDING
condition 58 a lot of something especially money,en,PENDING
confide in sb,en,PENDING
conjure sth up,en,PENDING
conjure up sth,en,PENDING
contexts,en,PENDING
continuously 23 characteristic,en,PENDING
continuously in order,en,PENDING
conversation 4 log in sth,en,PENDING
conversation 4 log into sth,en,PENDING
conversation you try,en,PENDING
cordon off sth,en,PENDING
cordon sth off,en,PENDING
correctly 14 someone,en,PENDING
cotton on,en,PENDING
cough sth up,en,PENDING
cough up sth,en,PENDING
cough up,en,PENDING
couldnt ask for sb,en,PENDING
couldnt ask for someone,en,PENDING
couldnt ask for sth,en,PENDING
count against sb,en,PENDING
count against sth,en,PENDING
count on sth,en,PENDING
count onlupon sth,en,PENDING
count out sb,en,PENDING
count sb out,en,PENDING
count towards sth,en,PENDING
count upon sth,en,PENDING
cover sth up,en,PENDING
cover up sth,en,PENDING
cover up,en,PENDING
cover-up #,en,PENDING
cover-up,en,PENDING
cream off sb,en,PENDING
cream sb off,en,PENDING
created and starts,en,PENDING
creep up on sb,en,PENDING
criticism,en,PENDING
cross off sth,en,PENDING
cross over,en,PENDING
cross sth off sth,en,PENDING
cross sth off,en,PENDING
crowd around sb,en,PENDING
crowd around sth,en,PENDING
crowd around,en,PENDING
crowd round sb,en,PENDING
crowd round sth,en,PENDING
crowd round,en,PENDING
curl up,en,PENDING
customers,en,PENDING
cut down sth,en,PENDING
cut in on sth,en,PENDING
cut in on,en,PENDING
cut in sth,en,PENDING
cut in,en,PENDING
cut it out,en,PENDING
cut off sth,en,PENDING
cut off your nose,en,PENDING
cut out sth,en,PENDING
cut sth down,en,PENDING
cut sth off,en,PENDING
cut sth out,en,PENDING
cutting it near the bottom 47 dig your heels in,en,PENDING
damaged and cannot be used any more or,en,PENDING
damaged,en,PENDING
dangerous or,en,PENDING
dash off,en,PENDING
deal in sth,en,PENDING
deal with sth,en,PENDING
decide on sb,en,PENDING
decide on sth,en,PENDING
decide upon sb,en,PENDING
decide upon sth,en,PENDING
decision 53,en,PENDING
decision especially after thinking about it,en,PENDING
decision opinion,en,PENDING
defer,en,PENDING
depend on sb,en,PENDING
depend on sth,en,PENDING
depend upon sb,en,PENDING
depend upon sth,en,PENDING
depends on it 14 someone,en,PENDING
deprive sb of sth,en,PENDING
deprive sth of sth,en,PENDING
descend,en,PENDING
desire,en,PENDING
details of something that you cannot achieve money,en,PENDING
determined way 14 21 money in order,en,PENDING
detract from sth,en,PENDING
device [e.g. television radio oven],en,PENDING
devote sth,en,PENDING
die away,en,PENDING
die down,en,PENDING
die out,en,PENDING
different part of it 6 9 something less exciting,en,PENDING
different pieces of information and considering,en,PENDING
difficult 32 it,en,PENDING
difficult situation,en,PENDING
difficult subject,en,PENDING
dig sth up,en,PENDING
dig up sth,en,PENDING
dig your heels in,en,PENDING
dip sth in sth,en,PENDING
dip sth in,en,PENDING
disagree with sb,en,PENDING
disappoint someone by not meeting them,en,PENDING
discovering the truth about something bad 1,en,PENDING
dishonest websites 9 them,en,PENDING
dislike something,en,PENDING
distance from the road 49 for someone,en,PENDING
dive in sth,en,PENDING
dive into sth,en,PENDING
divide a group of people,en,PENDING
do in sb,en,PENDING
do out sth,en,PENDING
do sb in jnformal,en,PENDING
do sb in,en,PENDING
do sb out of sth,en,PENDING
do something 24 31 something and,en,PENDING
do something else 6 share out sth,en,PENDING
do something often something that is wrong mentally strong enough,en,PENDING
do something with someone usually something,en,PENDING
do sth out,en,PENDING
do sth up,en,PENDING
do this 17 dry up,en,PENDING
do up sth,en,PENDING
do what they want,en,PENDING
do without sb,en,PENDING
do without sth,en,PENDING
do without,en,PENDING
do yourself up slightly,en,PENDING
do yourself up,en,PENDING
document usually in order to,en,PENDING
doing before,en,PENDING
doing something 13 particular conditions given by the employer,en,PENDING
doing something that is,en,PENDING
doing something that you had arranged,en,PENDING
doing something wrong 52 clean out sth,en,PENDING
doll yourself up,en,PENDING
done 21 succeed in doing sth,en,PENDING
done 21 succeed in sth sth,en,PENDING
done something them well,en,PENDING
doom sb,en,PENDING
doom sbisth,en,PENDING
doom sth,en,PENDING
dot sth with sth,en,PENDING
double back,en,PENDING
double over,en,PENDING
double sb over,en,PENDING
double sb up,en,PENDING
double up as sth,en,PENDING
double up,en,PENDING
down,en,PENDING
downcast,en,PENDING
downpour a sudden heavy fall of rain,en,PENDING
downpour,en,PENDING
drag out sth,en,PENDING
drag out,en,PENDING
drag sb away from,en,PENDING
drag sb into sth,en,PENDING
drag sbisth into sth,en,PENDING
drag sth into sth,en,PENDING
drag sth out of sb,en,PENDING
drag sth out,en,PENDING
draw back,en,PENDING
draw out sb,en,PENDING
draw out sth,en,PENDING
draw sb out,en,PENDING
draw sth out,en,PENDING
draw sth up,en,PENDING
draw up sth,en,PENDING
dream on,en,PENDING
dress sb up,en,PENDING
dress up sb,en,PENDING
dress up,en,PENDING
drill down,en,PENDING
drink 11 55 energetic,en,PENDING
drink in,en,PENDING
drink sth up,en,PENDING
drink up sth,en,PENDING
drink up,en,PENDING
drink,en,PENDING
drinking something usually in order,en,PENDING
drone on,en,PENDING
drop back,en,PENDING
drop by,en,PENDING
drop off sb,en,PENDING
drop off sth,en,PENDING
drop off,en,PENDING
drop out,en,PENDING
drop sb off,en,PENDING
drop sth off,en,PENDING
drown out sth,en,PENDING
drown sth out,en,PENDING
drum up sth,en,PENDING
dry out sth,en,PENDING
dry out,en,PENDING
dry sth out,en,PENDING
dry up,en,PENDING
dumb down sth,en,PENDING
dumb sth down,en,PENDING
dumb sth up,en,PENDING
dumb up sth,en,PENDING
dwell on sth,en,PENDING
dwell upon sth,en,PENDING
each item on a list in order,en,PENDING
each one moves,en,PENDING
each one starts,en,PENDING
each other 8 gloss over sth,en,PENDING
ease off,en,PENDING
ease up,en,PENDING
easier,en,PENDING
easily,en,PENDING
eat away at sb,en,PENDING
eat away at sth,en,PENDING
eat in,en,PENDING
eat into sth,en,PENDING
eat sth up,en,PENDING
eat up sth,en,PENDING
eat up,en,PENDING
edge of something 1 reduce a price or,en,PENDING
effect 18 have arranged in case your main plans or,en,PENDING
effectively 21 [esp. meeting],en,PENDING
effort,en,PENDING
egg on sb,en,PENDING
egg sb on,en,PENDING
eke out sth,en,PENDING
eke sth out,en,PENDING
electrical device [e.g. television radio iron] on hush up sth,en,PENDING
else 19 sweep aside sth,en,PENDING
else your property,en,PENDING
emotion peters out it gradually becomes less or,en,PENDING
emotion,en,PENDING
emotions,en,PENDING
encourage someone,en,PENDING
encouraging words at someone especially a carefully,en,PENDING
encroach on sth,en,PENDING
encroach upon sth,en,PENDING
energeric,en,PENDING
engage sb in sth,en,PENDING
english phrasal yerbs in use advanced,en,PENDING
equal parts into which the ownership of the something,en,PENDING
especially a building 49 it very much,en,PENDING
especially a child in order,en,PENDING
especially a piece of work 13 not done before,en,PENDING
especially something bad,en,PENDING
especially something unpleasant 3 becomes more exciting,en,PENDING
especially,en,PENDING
event,en,PENDING
everyone on it is correct present successful,en,PENDING
everything,en,PENDING
examination,en,PENDING
examine a situation,en,PENDING
excited 10 get across sth,en,PENDING
excited 40 make up your mind,en,PENDING
excited about,en,PENDING
excited or,en,PENDING
exist 16 it stops operating,en,PENDING
expand on sth,en,PENDING
expand upon sth,en,PENDING
experience,en,PENDING
explain away sth,en,PENDING
explain sth away,en,PENDING
eyes light up or,en,PENDING
face up,en,PENDING
fact 25 deal with sth,en,PENDING
factor in sth,en,PENDING
factor sth in,en,PENDING
fade in,en,PENDING
fade out,en,PENDING
fall apart,en,PENDING
fall back on sth,en,PENDING
fall back upon sth,en,PENDING
fall behind sb,en,PENDING
fall behind,en,PENDING
fall in,en,PENDING
fall into sth,en,PENDING
fall off,en,PENDING
fall through,en,PENDING
fallback,en,PENDING
falling and it stays at the same luck out us,en,PENDING
farm out sth,en,PENDING
farm sth out,en,PENDING
fast 25 59 discussion,en,PENDING
feed on sth,en,PENDING
feed upon sth,en,PENDING
feel up,en,PENDING
feel very upset nervous,en,PENDING
feeling ill 55 pitch in,en,PENDING
feeling sad and upset,en,PENDING
fend for yourself,en,PENDING
ferret out sth,en,PENDING
ferret sth out,en,PENDING
fight back sth,en,PENDING
fight off sb,en,PENDING
fight off sth,en,PENDING
fight sb off,en,PENDING
fight sth back,en,PENDING
fight sth off,en,PENDING
fill sb up,en,PENDING
fill up sb,en,PENDING
filled with tears which stop you from seeing as good,en,PENDING
final form often using notes you have,en,PENDING
fingers you stretch them,en,PENDING
finish off sb,en,PENDING
finish sb off,en,PENDING
finish sth up,en,PENDING
finish up sth,en,PENDING
finish up,en,PENDING
finish with sth,en,PENDING
fire suddenly,en,PENDING
firm sth up,en,PENDING
firm up sth,en,PENDING
fish out sth,en,PENDING
fish sth out,en,PENDING
fit in with sth,en,PENDING
fit in,en,PENDING
fix sth up,en,PENDING
fix up sth,en,PENDING
flag down sth,en,PENDING
flag sth down,en,PENDING
flare up,en,PENDING
flash back,en,PENDING
flashback,en,PENDING
flatten out,en,PENDING
fling off sth,en,PENDING
fling sth off,en,PENDING
fling yourself into,en,PENDING
flirt with sb,en,PENDING
flirt with sth,en,PENDING
floating about,en,PENDING
floating around,en,PENDING
flood back,en,PENDING
flood in sth,en,PENDING
flood infinto sth,en,PENDING
flood into sth,en,PENDING
flush out sb,en,PENDING
flush out sth,en,PENDING
flush sb out,en,PENDING
flush sth out,en,PENDING
fly about somewhere,en,PENDING
fly about swh,en,PENDING
fly about,en,PENDING
fly around somewhere,en,PENDING
fly around swh,en,PENDING
fly around,en,PENDING
fly at sb,en,PENDING
fly into sth,en,PENDING
focus on sth,en,PENDING
focus sth on sth,en,PENDING
focus sth upon sth,en,PENDING
focus upon sth,en,PENDING
fog up,en,PENDING
fold sth up,en,PENDING
fold up sth,en,PENDING
fold up,en,PENDING
fold-up,en,PENDING
food 60 lose your connection,en,PENDING
food that you have been saving,en,PENDING
for a particular purpose 36 rebound on sb,en,PENDING
for a particular purpose 36 rebound upon sb,en,PENDING
for example a company brings people,en,PENDING
for something 18 back up sth,en,PENDING
for something 18 back up,en,PENDING
for something they have done 56 screen it appears there,en,PENDING
for you 35 an emotion or,en,PENDING
forthcoming,en,PENDING
forward,en,PENDING
forwards because you are laughing a lot,en,PENDING
fraudulently obtain this information through,en,PENDING
free sth up,en,PENDING
free up sth,en,PENDING
freeze out sb,en,PENDING
freeze over,en,PENDING
freeze sb out,en,PENDING
freeze up,en,PENDING
frightened,en,PENDING
fritter away sth,en,PENDING
fritter sth away,en,PENDING
from a hole,en,PENDING
from being seen 48 down it stops working,en,PENDING
from discovering the truth about something important away from someone,en,PENDING
from doing something especially work by knock over sb,en,PENDING
from entering it 13 deal in sth,en,PENDING
from someone usually by letter,en,PENDING
from something 34 put down sth,en,PENDING
from thinking about something unpleasant breakaway,en,PENDING
from work 13 other,en,PENDING
from your work 60 problem idea,en,PENDING
frown on sth,en,PENDING
frown upon sth,en,PENDING
fry-up,en,PENDING
furniture into different positions or,en,PENDING
fuss over sb,en,PENDING
fuss over sth,en,PENDING
gain on sb,en,PENDING
gain on sth,en,PENDING
gain upon sb,en,PENDING
gain upon sth,en,PENDING
gang up,en,PENDING
garden is built or,en,PENDING
gather sth up,en,PENDING
gather up sth,en,PENDING
gear sth to sb,en,PENDING
gear sth to sth,en,PENDING
gear sth towards sb,en,PENDING
gear sth towards sth,en,PENDING
gear sth,en,PENDING
get across sth,en,PENDING
get around,en,PENDING
get away with doing sth,en,PENDING
get away with sth sth,en,PENDING
get back into sth,en,PENDING
get by,en,PENDING
get in on sth,en,PENDING
get into sth,en,PENDING
get off on the wrong foot,en,PENDING
get off sbs back,en,PENDING
get off the ground,en,PENDING
get off,en,PENDING
get on like a house on fire,en,PENDING
get on onto sth,en,PENDING
get on to sth,en,PENDING
get on with sb,en,PENDING
get on,en,PENDING
get out,en,PENDING
get over sth,en,PENDING
get rid of strong feelings 8 look down on sb,en,PENDING
get rid of strong feelings 8 look down on sth,en,PENDING
get sb out of somewhere,en,PENDING
get sb through sth,en,PENDING
get sth across 10 successfully,en,PENDING
get sth across,en,PENDING
get sth in,en,PENDING
get sth out of doing sth,en,PENDING
get sth out of somewhere,en,PENDING
get sth out of sth sth,en,PENDING
get sth out of your mind,en,PENDING
get sth through sth,en,PENDING
get sth through,en,PENDING
get through sth,en,PENDING
get through,en,PENDING
get together,en,PENDING
get up,en,PENDING
get,en,PENDING
gets through or,en,PENDING
getting,en,PENDING
give sth up,en,PENDING
give up,en,PENDING
go down,en,PENDING
go easy on sth,en,PENDING
go for it! something that you say,en,PENDING
go for sth,en,PENDING
go forward,en,PENDING
go in for sth,en,PENDING
go in,en,PENDING
go into sth,en,PENDING
go off sbisth,en,PENDING
go off,en,PENDING
go on at sb,en,PENDING
go on then! something that you say,en,PENDING
go on! something that you say,en,PENDING
go on,en,PENDING
go onto sth,en,PENDING
go out together,en,PENDING
go out with sb,en,PENDING
go out,en,PENDING
go over sth,en,PENDING
gobble sth down,en,PENDING
gobble sth up,en,PENDING
goes in you understand it and remember it 25 time,en,PENDING
goes out it stops burning 15 hand in sth,en,PENDING
going somewhere else 42 someone,en,PENDING
good quality,en,PENDING
good skills,en,PENDING
good,en,PENDING
government,en,PENDING
gradually becomes quieter,en,PENDING
gradually reduce the size,en,PENDING
ground 22 rank among sth,en,PENDING
ground 22 rank sth among sth,en,PENDING
group 24 less loud,en,PENDING
group of people that is moving forwards,en,PENDING
group of people,en,PENDING
group,en,PENDING
groups 26 shoot up,en,PENDING
groups,en,PENDING
had heard of sb,en,PENDING
had heard of sth,en,PENDING
hand sth in,en,PENDING
hang on onto sthisb,en,PENDING
hang on to sthisb,en,PENDING
hang onlupon sth,en,PENDING
hang out,en,PENDING
hang over sb,en,PENDING
hang over sth,en,PENDING
hanker after sth,en,PENDING
hanker for sth,en,PENDING
happen 17 heard,en,PENDING
